NUMBER,AGE,WORKCLASS,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,SEX,HOURS_PER_WEEK,INCOME,CLUSTER
407,20,Private,9,Never,Farming-fishing,Male,40,<=50K,cluster0
408,30,Govt,9,Married,Sales,Female,20,<=50K,cluster0
409,25,Private,9,Never,Adm-clerical,Male,40,<=50K,cluster0
410,20,Private,10,Never,Exec-managerial,Male,40,<=50K,cluster0
411,20,Private,8,Never,Other-service,Male,40,<=50K,cluster0
412,25,Private,10,Others,Craft-repair,Female,30,<=50K,cluster0
413,20,Govt,10,Never,Tech-support,Female,10,<=50K,cluster0
414,20,Private,9,Never,Machine-op-inspct,Female,40,<=50K,cluster0
415,25,Private,9,Never,Protective-serv,Male,20,<=50K,cluster0
416,25,Private,9,Never,Sales,Male,40,<=50K,cluster0
417,20,Private,10,Never,Transport-moving,Female,10,<=50K,cluster0
418,30,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
419,20,Private,8,Never,Prof-speciality,Female,40,<=50K,cluster0
420,30,Private,8,Never,Machine-op-inspct,Male,40,<=50K,cluster0
421,30,Private,10,Never,Adm-clerical,Male,50,<=50K,cluster0
422,20,Private,10,Never,Craft-repair,Male,30,<=50K,cluster0
423,20,Private,10,Never,Other-service,Female,40,<=50K,cluster0
424,20,Private,8,Never,Craft-repair,Male,20,<=50K,cluster0
425,20,Private,10,Never,Other-service,Female,10,<=50K,cluster0
426,30,Private,10,Never,Sales,Male,30,<=50K,cluster0
427,20,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
428,35,Private,9,Never,Other-service,Female,40,<=50K,cluster0
429,25,Private,9,Never,Other-service,Female,40,<=50K,cluster0
430,25,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
431,35,Private,9,Never,Machine-op-inspct,Female,40,<=50K,cluster0
432,20,Private,8,Never,Craft-repair,Male,30,<=50K,cluster0
433,20,Private,10,Never,Farming-fishing,Female,10,<=50K,cluster0
434,30,Private,8,Never,Transport-moving,Male,40,<=50K,cluster0
435,20,Private,10,Never,Handlers-cleaners,Male,40,<=50K,cluster0
436,20,Govt,10,Never,Exec-managerial,Female,40,<=50K,cluster0
437,20,Private,9,Never,Other-service,Female,20,<=50K,cluster0
438,25,Private,9,Never,Transport-moving,Male,40,<=50K,cluster0
439,25,Private,8,Never,Machine-op-inspct,Male,20,<=50K,cluster0
440,30,Govt,9,Never,Transport-moving,Female,40,<=50K,cluster0
441,20,Private,10,Never,Sales,Female,10,<=50K,cluster0
442,20,Private,8,Never,Sales,Female,10,<=50K,cluster0
443,20,Govt,10,Never,Prof-speciality,Female,20,<=50K,cluster0
444,20,Private,8,Never,Sales,Male,30,<=50K,cluster0
445,20,Private,9,Never,Handlers-cleaners,Female,10,<=50K,cluster0
446,20,SelfEmployed,8,Never,Sales,Male,10,<=50K,cluster0
447,20,SelfEmployed,9,Never,Craft-repair,Male,20,<=50K,cluster0
448,25,Private,10,Others,Tech-support,Male,60,<=50K,cluster0
449,20,Private,10,Never,Handlers-cleaners,Male,30,<=50K,cluster0
450,20,Private,9,Never,Craft-repair,Male,50,<=50K,cluster0
451,25,Private,10,Never,Machine-op-inspct,Male,20,<=50K,cluster0
452,20,Private,10,Never,Adm-clerical,Female,20,<=50K,cluster0
453,20,Private,8,Never,Transport-moving,Male,20,<=50K,cluster0
454,25,Private,9,Never,Tech-support,Female,40,<=50K,cluster0
455,25,SelfEmployed,9,Never,Farming-fishing,Male,20,<=50K,cluster0
456,20,Private,8,Never,Other-service,Female,40,<=50K,cluster0
457,20,Private,8,Never,Handlers-cleaners,Male,40,<=50K,cluster0
458,25,Govt,10,Never,Exec-managerial,Male,40,<=50K,cluster0
459,20,Private,10,Never,Other-service,Female,30,<=50K,cluster0
460,20,Private,10,Others,Handlers-cleaners,Male,20,<=50K,cluster0
461,20,Private,8,Never,Exec-managerial,Male,40,<=50K,cluster0
462,30,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
463,20,Private,9,Never,Transport-moving,Male,40,<=50K,cluster0
464,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
465,20,Private,9,Others,Sales,Female,40,<=50K,cluster0
466,25,Private,10,Never,Machine-op-inspct,Female,30,<=50K,cluster0
467,20,Private,8,Never,Craft-repair,Male,10,<=50K,cluster0
468,20,Private,10,Never,Exec-managerial,Female,30,<=50K,cluster0
469,20,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
470,20,Private,10,Never,Sales,Female,40,<=50K,cluster0
471,25,Private,8,Never,Machine-op-inspct,Male,40,<=50K,cluster0
472,20,Private,10,Never,Other-service,Female,40,<=50K,cluster0
473,20,Private,9,Never,Sales,Female,30,<=50K,cluster0
474,30,Govt,10,Never,Adm-clerical,Female,40,<=50K,cluster0
475,20,Private,10,Never,Machine-op-inspct,Male,40,<=50K,cluster0
476,25,Private,10,Never,Other-service,Male,40,<=50K,cluster0
477,25,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
478,35,Private,9,Never,Sales,Male,40,<=50K,cluster0
479,20,Private,10,Never,Exec-managerial,Male,40,<=50K,cluster0
480,20,Private,10,Never,Tech-support,Female,20,<=50K,cluster0
481,20,Private,9,Never,Sales,Male,10,<=50K,cluster0
482,30,Govt,9,Never,Protective-serv,Female,40,<=50K,cluster0
483,20,Private,8,Never,Sales,Male,40,<=50K,cluster0
484,25,SelfEmployed,9,Married,Adm-clerical,Female,40,<=50K,cluster0
485,25,Private,8,Never,Transport-moving,Female,40,<=50K,cluster0
486,20,Private,8,Never,Adm-clerical,Male,40,<=50K,cluster0
487,25,Private,9,Never,Handlers-cleaners,Female,40,<=50K,cluster0
488,20,Private,8,Never,Craft-repair,Male,20,<=50K,cluster0
489,20,Private,10,Never,Craft-repair,Female,20,<=50K,cluster0
490,20,Private,9,Never,Protective-serv,Male,40,<=50K,cluster0
491,25,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
492,20,SelfEmployed,10,Never,Sales,Male,40,<=50K,cluster0
493,25,Private,8,Never,Handlers-cleaners,Male,40,<=50K,cluster0
494,25,Private,8,Married,Other-service,Female,40,<=50K,cluster0
495,30,Private,9,Never,Other-service,Female,40,<=50K,cluster0
496,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
497,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
498,20,Govt,8,Never,Protective-serv,Male,40,<=50K,cluster0
499,25,Private,10,Never,Sales,Male,40,<=50K,cluster0
500,25,Private,9,Never,Adm-clerical,Male,40,<=50K,cluster0
501,25,Private,10,Others,Sales,Male,50,<=50K,cluster0
502,20,Private,10,Never,Machine-op-inspct,Female,30,<=50K,cluster0
503,25,Private,10,Never,Adm-clerical,Female,30,<=50K,cluster0
504,20,Private,10,Never,Other-service,Female,40,<=50K,cluster0
505,25,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
506,25,Private,10,Never,Farming-fishing,Male,60,<=50K,cluster0
507,20,Govt,10,Never,Prof-speciality,Female,20,<=50K,cluster0
508,20,Private,10,Never,Sales,Male,30,<=50K,cluster0
509,25,Private,9,Married,Adm-clerical,Male,40,<=50K,cluster0
510,20,Private,10,Never,Handlers-cleaners,Female,30,<=50K,cluster0
511,20,Private,8,Never,Sales,Female,40,<=50K,cluster0
512,25,Private,8,Never,Craft-repair,Female,30,<=50K,cluster0
513,25,Private,8,Never,Craft-repair,Female,40,<=50K,cluster0
514,20,Private,8,Never,Handlers-cleaners,Male,30,<=50K,cluster0
515,20,Private,10,Never,Exec-managerial,Male,50,<=50K,cluster0
516,25,Private,10,Never,Other-service,Female,40,<=50K,cluster0
517,20,Private,8,Never,Sales,Female,20,<=50K,cluster0
518,20,Private,9,Never,Machine-op-inspct,Male,40,<=50K,cluster0
519,25,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
520,30,Private,9,Never,Handlers-cleaners,Male,60,<=50K,cluster0
521,20,Govt,10,Never,Adm-clerical,Female,10,<=50K,cluster0
522,25,SelfEmployed,10,Never,Adm-clerical,Female,40,<=50K,cluster0
523,20,Private,9,Never,Other-service,Female,40,<=50K,cluster0
524,30,Private,10,Never,Adm-clerical,Female,50,<=50K,cluster0
525,30,Private,9,Married,Adm-clerical,Female,40,<=50K,cluster0
526,25,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
527,20,Private,10,Never,Adm-clerical,Male,40,<=50K,cluster0
528,20,Private,9,Never,Sales,Female,20,<=50K,cluster0
529,20,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
530,20,NoIncome,8,Never,Exec-managerial,Male,40,<=50K,cluster0
531,35,Private,10,Never,Adm-clerical,Male,40,<=50K,cluster0
532,30,Private,10,Never,Farming-fishing,Female,40,<=50K,cluster0
533,25,Govt,10,Never,Adm-clerical,Female,40,<=50K,cluster0
534,20,Private,9,Never,Tech-support,Female,40,<=50K,cluster0
535,20,Private,10,Others,Other-service,Male,10,<=50K,cluster0
536,20,Private,8,Never,Other-service,Male,20,<=50K,cluster0
537,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
538,25,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
539,20,Private,10,Never,Machine-op-inspct,Male,50,<=50K,cluster0
540,20,Private,9,Never,Other-service,Male,40,<=50K,cluster0
541,25,Private,8,Never,Craft-repair,Male,30,<=50K,cluster0
542,20,Private,8,Never,Handlers-cleaners,Male,40,<=50K,cluster0
543,25,Private,9,Never,Exec-managerial,Female,40,<=50K,cluster0
544,30,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
545,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
546,20,Private,9,Never,Other-service,Male,30,<=50K,cluster0
547,25,Private,10,Never,Other-service,Male,50,<=50K,cluster0
548,25,Private,10,Never,Prof-speciality,Male,40,<=50K,cluster0
549,20,Private,8,Never,Machine-op-inspct,Female,10,<=50K,cluster0
550,25,Private,10,Never,Other-service,Female,40,<=50K,cluster0
551,20,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
552,25,Govt,9,Never,Adm-clerical,Female,40,<=50K,cluster0
553,20,Private,9,Never,Other-service,Female,40,<=50K,cluster0
554,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
555,25,Private,9,Others,Sales,Female,40,<=50K,cluster0
556,20,Govt,10,Never,Protective-serv,Male,40,<=50K,cluster0
557,20,Private,10,Never,Other-service,Male,30,<=50K,cluster0
558,30,Private,9,Never,Other-service,Male,40,<=50K,cluster0
559,30,Private,9,Never,Sales,Female,40,<=50K,cluster0
560,20,Private,10,Never,Sales,Female,50,<=50K,cluster0
561,20,Private,8,Never,Other-service,Female,20,<=50K,cluster0
562,20,Private,8,Never,Sales,Male,10,<=50K,cluster0
563,25,Private,10,Never,Adm-clerical,Male,20,<=50K,cluster0
564,30,Private,9,Never,Other-service,Female,40,<=50K,cluster0
565,20,Private,10,Never,Machine-op-inspct,Male,50,<=50K,cluster0
566,20,Govt,8,Never,Prof-speciality,Male,30,<=50K,cluster0
567,25,Private,10,Never,Machine-op-inspct,Male,40,<=50K,cluster0
568,20,Private,8,Never,Sales,Female,20,<=50K,cluster0
569,25,Govt,9,Never,Other-service,Female,40,<=50K,cluster0
570,20,Private,10,Never,Other-service,Female,40,<=50K,cluster0
571,20,Govt,10,Never,Prof-speciality,Female,20,<=50K,cluster0
572,25,Private,10,Never,Prof-speciality,Male,40,<=50K,cluster0
573,20,Private,8,Never,Sales,Male,40,<=50K,cluster0
574,25,Private,8,Never,Handlers-cleaners,Male,40,<=50K,cluster0
575,30,Private,10,Married,Sales,Female,20,<=50K,cluster0
576,30,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
577,30,Private,9,Never,Protective-serv,Male,40,<=50K,cluster0
578,20,Private,8,Never,Other-service,Male,40,<=50K,cluster0
579,30,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
580,20,Govt,9,Married,Sales,Female,40,<=50K,cluster0
581,20,Private,9,Never,Prof-speciality,Female,40,<=50K,cluster0
582,20,Private,9,Others,Tech-support,Female,30,<=50K,cluster0
583,20,Private,8,Never,Other-service,Female,10,<=50K,cluster0
584,30,Private,9,Never,Handlers-cleaners,Male,30,<=50K,cluster0
585,25,Private,10,Never,Sales,Female,40,<=50K,cluster0
586,25,Private,8,Never,Machine-op-inspct,Female,40,<=50K,cluster0
587,20,Private,10,Never,Other-service,Female,10,<=50K,cluster0
588,35,Private,10,Never,Other-service,Male,40,<=50K,cluster0
589,20,Private,9,Never,Other-service,Male,40,<=50K,cluster0
590,25,Private,9,Never,Sales,Female,30,<=50K,cluster0
591,20,Govt,8,Never,Other-service,Female,20,<=50K,cluster0
592,30,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
593,20,Private,9,Never,Other-service,Male,10,<=50K,cluster0
594,30,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
595,20,Private,9,Married,Tech-support,Female,20,<=50K,cluster0
596,25,Private,9,Never,Machine-op-inspct,Female,40,<=50K,cluster0
597,25,Private,9,Never,Craft-repair,Female,40,<=50K,cluster0
598,25,Private,9,Never,Craft-repair,Male,30,<=50K,cluster0
599,25,Private,10,Never,Sales,Male,20,<=50K,cluster0
600,25,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
601,20,Private,8,Never,Handlers-cleaners,Male,30,<=50K,cluster0
602,30,Private,10,Never,Craft-repair,Male,40,<=50K,cluster0
603,20,Private,10,Never,Prof-speciality,Male,20,<=50K,cluster0
604,20,Private,10,Never,Exec-managerial,Male,30,<=50K,cluster0
605,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
606,20,Private,9,Never,Farming-fishing,Male,60,<=50K,cluster0
607,25,Private,9,Never,Sales,Female,30,<=50K,cluster0
608,20,Private,10,Never,Other-service,Male,40,<=50K,cluster0
609,20,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
610,25,Private,9,Never,Handlers-cleaners,Male,30,<=50K,cluster0
611,30,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
612,20,Private,10,Never,Other-service,Male,10,<=50K,cluster0
613,20,Private,10,Never,Transport-moving,Male,30,<=50K,cluster0
614,25,Private,9,Never,Exec-managerial,Female,40,<=50K,cluster0
615,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
616,20,Private,10,Never,Sales,Male,40,<=50K,cluster0
617,20,Private,10,Never,Sales,Female,10,<=50K,cluster0
618,25,Govt,10,Never,Other-service,Male,40,<=50K,cluster0
619,30,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
620,25,Private,10,Never,Handlers-cleaners,Male,30,<=50K,cluster0
621,20,SelfEmployed,10,Never,Farming-fishing,Male,10,<=50K,cluster0
622,20,Private,10,Never,Exec-managerial,Male,40,<=50K,cluster0
623,20,Private,9,Never,Machine-op-inspct,Female,30,<=50K,cluster0
624,20,Private,8,Never,Sales,Female,30,<=50K,cluster0
625,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
626,20,Private,10,Never,Sales,Female,20,<=50K,cluster0
627,25,Private,9,Never,Adm-clerical,Male,40,<=50K,cluster0
628,20,Private,10,Never,Other-service,Male,30,<=50K,cluster0
629,20,Private,10,Never,Craft-repair,Male,40,<=50K,cluster0
630,20,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
631,25,Private,10,Never,Exec-managerial,Male,40,<=50K,cluster0
632,20,Private,10,Never,Adm-clerical,Male,30,<=50K,cluster0
633,20,Private,10,Married,Other-service,Male,40,<=50K,cluster0
634,20,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
635,25,Private,8,Married,Exec-managerial,Female,40,<=50K,cluster0
636,20,Govt,10,Never,Adm-clerical,Female,40,<=50K,cluster0
637,25,Private,10,Married,Handlers-cleaners,Female,30,<=50K,cluster0
638,20,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
639,20,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
640,30,Private,9,Others,Other-service,Male,30,<=50K,cluster0
641,30,Private,8,Never,Machine-op-inspct,Male,50,<=50K,cluster0
642,25,Private,9,Never,Sales,Male,50,<=50K,cluster0
643,20,Private,10,Never,Adm-clerical,Male,30,<=50K,cluster0
644,25,SelfEmployed,10,Never,Craft-repair,Male,30,<=50K,cluster0
645,30,Govt,9,Never,Farming-fishing,Male,40,<=50K,cluster0
646,35,Private,9,Never,Other-service,Female,30,<=50K,cluster0
647,30,Private,10,Never,Prof-speciality,Male,40,<=50K,cluster0
648,20,SelfEmployed,10,Never,Machine-op-inspct,Female,40,<=50K,cluster0
649,30,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
650,25,Private,8,Never,Machine-op-inspct,Male,50,<=50K,cluster0
651,25,Private,10,Never,Sales,Female,20,<=50K,cluster0
652,30,Private,9,Never,Handlers-cleaners,Male,50,<=50K,cluster0
653,20,Private,9,Never,Handlers-cleaners,Male,50,<=50K,cluster0
654,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
655,30,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
656,20,Private,9,Married,Prof-speciality,Female,30,<=50K,cluster0
657,25,Private,10,Never,Transport-moving,Male,50,<=50K,cluster0
658,20,Private,9,Never,Other-service,Male,20,<=50K,cluster0
659,20,Private,10,Never,Tech-support,Female,60,<=50K,cluster0
660,25,Private,10,Never,Other-service,Female,40,<=50K,cluster0
661,20,Private,10,Never,Sales,Female,30,<=50K,cluster0
662,25,Private,10,Never,Sales,Male,40,<=50K,cluster0
663,35,Private,10,Never,Sales,Female,30,<=50K,cluster0
664,20,Private,9,Never,Machine-op-inspct,Male,40,<=50K,cluster0
665,25,Private,9,Never,Tech-support,Male,40,<=50K,cluster0
666,25,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
667,25,Private,9,Others,Other-service,Male,40,<=50K,cluster0
668,20,Private,10,Never,Adm-clerical,Male,30,<=50K,cluster0
669,30,Private,10,Never,Transport-moving,Female,20,<=50K,cluster0
670,30,Private,9,Married,Adm-clerical,Female,40,<=50K,cluster0
671,25,Private,8,Never,Handlers-cleaners,Male,20,<=50K,cluster0
672,25,Private,10,Never,Adm-clerical,Female,50,<=50K,cluster0
673,20,Private,8,Never,Handlers-cleaners,Female,40,<=50K,cluster0
674,30,Private,8,Never,Other-service,Female,30,<=50K,cluster0
675,20,Private,10,Never,Adm-clerical,Female,20,<=50K,cluster0
676,20,Private,10,Never,Sales,Male,30,<=50K,cluster0
677,20,Private,9,Others,Other-service,Female,30,<=50K,cluster0
678,30,Private,8,Never,Machine-op-inspct,Male,40,<=50K,cluster0
679,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
680,20,Private,9,Never,Other-service,Female,30,<=50K,cluster0
681,25,Private,8,Never,Farming-fishing,Male,50,<=50K,cluster0
682,20,Private,10,Never,Sales,Female,20,<=50K,cluster0
683,20,Private,10,Never,Other-service,Male,50,<=50K,cluster0
684,20,Private,10,Never,Transport-moving,Female,40,<=50K,cluster0
685,20,Private,8,Never,Sales,Female,10,<=50K,cluster0
686,25,SelfEmployed,10,Never,Prof-speciality,Male,50,<=50K,cluster0
687,20,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
688,30,Private,8,Never,Other-service,Male,40,<=50K,cluster0
689,20,Private,9,Never,Craft-repair,Female,10,<=50K,cluster0
690,20,Private,10,Never,Other-service,Female,20,<=50K,cluster0
691,20,Private,10,Never,Prof-speciality,Female,20,<=50K,cluster0
692,20,Private,9,Never,Handlers-cleaners,Female,40,<=50K,cluster0
693,20,SelfEmployed,8,Never,Prof-speciality,Male,20,<=50K,cluster0
694,20,Private,10,Never,Other-service,Male,20,<=50K,cluster0
695,20,Private,8,Never,Sales,Male,30,<=50K,cluster0
696,25,Private,9,Others,Sales,Female,40,<=50K,cluster0
697,35,Private,9,Never,Other-service,Female,40,<=50K,cluster0
698,20,Private,10,Never,Other-service,Male,40,<=50K,cluster0
699,20,Private,8,Never,Other-service,Male,10,<=50K,cluster0
700,20,Private,9,Married,Handlers-cleaners,Male,50,<=50K,cluster0
701,25,SelfEmployed,10,Others,Adm-clerical,Male,40,<=50K,cluster0
702,20,Private,10,Never,Sales,Female,20,<=50K,cluster0
703,25,Private,9,Never,Adm-clerical,Female,40,<=50K,cluster0
704,20,Private,10,Never,Sales,Female,20,<=50K,cluster0
705,20,Private,9,Never,Handlers-cleaners,Male,20,<=50K,cluster0
706,30,Private,10,Never,Adm-clerical,Male,40,<=50K,cluster0
707,25,Private,9,Married,Handlers-cleaners,Male,40,<=50K,cluster0
708,20,Private,8,Never,Other-service,Male,20,<=50K,cluster0
709,20,Private,10,Never,Other-service,Male,20,<=50K,cluster0
710,20,Private,9,Never,Other-service,Male,40,<=50K,cluster0
711,25,Private,9,Never,Handlers-cleaners,Female,20,<=50K,cluster0
712,25,Private,10,Never,Sales,Male,40,<=50K,cluster0
713,20,Private,8,Never,Other-service,Female,20,<=50K,cluster0
714,25,Private,9,Never,Tech-support,Female,40,<=50K,cluster0
715,20,Private,9,Never,Sales,Female,10,<=50K,cluster0
716,20,Private,8,Never,Other-service,Female,20,<=50K,cluster0
717,25,SelfEmployed,9,Never,Other-service,Male,30,<=50K,cluster0
718,30,Private,9,Never,Prof-speciality,Female,40,<=50K,cluster0
719,30,Govt,10,Never,Exec-managerial,Female,30,<=50K,cluster0
720,25,Private,10,Never,Tech-support,Male,50,<=50K,cluster0
721,20,Private,10,Never,Adm-clerical,Female,20,<=50K,cluster0
722,25,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster0
723,20,Private,8,Never,Other-service,Female,20,<=50K,cluster0
724,25,Private,10,Never,Machine-op-inspct,Female,20,<=50K,cluster0
725,25,Private,9,Never,Prof-speciality,Female,40,<=50K,cluster0
726,20,Private,9,Never,Other-service,Male,40,<=50K,cluster0
727,25,Private,9,Never,Handlers-cleaners,Female,60,<=50K,cluster0
728,25,Private,10,Never,Adm-clerical,Female,40,<=50K,cluster0
729,20,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
730,35,Private,9,Never,Other-service,Female,40,<=50K,cluster0
731,20,Private,10,Never,Other-service,Male,30,<=50K,cluster0
732,20,Private,9,Never,Adm-clerical,Male,40,<=50K,cluster0
733,20,Private,10,Never,Sales,Female,30,<=50K,cluster0
734,20,Private,8,Never,Sales,Female,20,<=50K,cluster0
735,20,Private,9,Never,Sales,Male,40,<=50K,cluster0
736,25,Private,8,Never,Machine-op-inspct,Female,40,<=50K,cluster0
737,25,Private,9,Never,Craft-repair,Male,40,<=50K,cluster0
738,20,Private,10,Never,Other-service,Male,20,<=50K,cluster0
739,25,Private,9,Never,Adm-clerical,Male,40,<=50K,cluster0
